,,,,,
ADP,In,O,,,
NOUN,response,O,,,
ADP,to,O,,,
DET,the,O,,,
ADJ,latest,O,,,
NOUN,accident,O,,,
ADJ,that,O,,,
VERB,killed,O,,,
NUM,2,GNUM,,,
PROPN,SMRT,ORG,,,
NOUN,staffs,O,,,
PUNCT,",",O,,,
NUM,three,CARDINAL,,,
ADJ,unanswered,O,,,
NOUN,mysteries,O,,,
ADJ,that,O,,,
VERB,will,O,,,
VERB,need,O,,,
ADJ,further,O,,,
NOUN,investigations,O,,,
PUNCT,0,O,,,
,,,,,
ADV,First,ORDINAL,,,
PUNCT,",",O,,,
PRON,it,O,,,
VERB,was,O,,,
ADJ,unclear,O,,,
ADV,how,O,,,
DET,the,O,,,
NUM,two,CARDINAL,,,
NOUN,victims,O,,,
VERB,walked,O,,,
ADP,onto,O,,,
DET,the,O,,,
NOUN,rail,O,,,
NOUN,track,O,,,
CONJ,and,O,,,
VERB,were,O,,,
VERB,hit,O,,,
ADP,by,O,,,
DET,the,O,,,
NOUN,oncoming,O,,,
NOUN,train,O,,,
ADV,when,O,,,
DET,the,O,,,
ADJ,other,O,,,
NOUN,members,O,,,
ADP,of,O,,,
DET,the,O,,,
ADJ,15-man,GNUM,,,
NOUN,team,O,,,
VERB,were,O,,,
ADJ,unhurt,O,,,
PUNCT,0,O,,,
,,,,,
ADJ,Second,ORDINAL,,,
PUNCT,",",O,,,
ADV,why,O,,,
VERB,was,O,,,
DET,the,O,,,
NOUN,train,O,,,
NOUN,driver,O,,,
VERB,using,O,,,
NOUN,auto,O,,,
NOUN,pilot,O,,,
NOUN,mode,O,,,
CONJ,and,O,,,
VERB,was,O,,,
PRON,he,O,,,
VERB,informed,O,,,
ADP,of,O,,,
NOUN,maintenance,O,,,
NOUN,workers,O,,,
ADP,on,O,,,
DET,the,O,,,
NOUN,rail,O,,,
NOUN,track,O,,,
PUNCT,0,O,,,
,,,,,
ADV,Third,ORDINAL,,,
PUNCT,",",O,,,
ADV,how,O,,,
VERB,could,O,,,
DET,the,O,,,
ADJ,15-man,GNUM,,,
NOUN,team,O,,,
VERB,be,O,,,
VERB,allowed,O,,,
ADP,onto,O,,,
DET,the,O,,,
NOUN,track,O,,,
ADV,when,O,,,
DET,the,O,,,
NOUN,trains,O,,,
VERB,were,O,,,
VERB,operating,O,,,
PUNCT,0,O,,,
,,,,,
ADV,However,O,,,
PUNCT,",",O,,,
PROPN,SMRT,ORG,,,
ADJ,chief,TITLE,,,
NOUN,executive,TITLE,,,
PROPN,Desmond,PERSON,,,
PROPN,Kuek,PERSON,,,
VERB,claimed,O,,,
ADP,that,O,,,
PRON,it,O,,,
VERB,is,O,,,
ADJ,normal,O,,,
ADP,for,O,,,
NOUN,maintenance,O,,,
NOUN,personnel,O,,,
PART,to,O,,,
VERB,be,O,,,
VERB,allowed,O,,,
ADP,on,O,,,
DET,the,O,,,
NOUN,rail,O,,,
VERB,tracks,O,,,
ADP,for,O,,,
NOUN,inspections,O,,,
PUNCT,0,O,,,
,,,,,
ADV,Moreover,O,,,
PUNCT,",",O,,,
PROPN,SMRT,ORG,,,
PROPN,Trains,ORG,,,
PUNCT,',O,,,
VERB,managing,TITLE,,,
NOUN,director,TITLE,,,
PROPN,Lee,PERSON,,,
PROPN,Ling,PERSON,,,
PROPN,Wee,PERSON,,,
VERB,added,O,,,
ADP,that,O,,,
ADJ,new,O,,,
NOUN,employees,O,,,
VERB,would,O,,,
VERB,be,O,,,
VERB,allowed,O,,,
ADP,onto,O,,,
DET,the,O,,,
NOUN,track,O,,,
ADV,as,O,,,
ADV,long,O,,,
ADP,as,O,,,
PRON,they,O,,,
VERB,completed,O,,,
ADJ,adequate,O,,,
NOUN,training,O,,,
CONJ,and,O,,,
VERB,understand,O,,,
DET,the,O,,,
NOUN,safety,O,,,
NOUN,procedures,O,,,
PUNCT,0,O,,,
,,,,,
DET,The,O,,,
NOUN,husband,O,,,
ADP,of,O,,,
DET,the,O,,,
ADJ,old,O,,,
NOUN,woman,O,,,
PUNCT,",",O,,,
NOUN,who,O,,,
VERB,was,O,,,
VERB,killed,O,,,
ADP,in,O,,,
DET,a,O,,,
ADJ,recent,O,,,
NOUN,accident,O,,,
VERB,involving,O,,,
DET,a,O,,,
PROPN,SMRT,ORG,,,
NOUN,bus,ORG,,,
PUNCT,",",O,,,
VERB,thanked,O,,,
DET,the,O,,,
NOUN,kind,O,,,
NOUN,people,O,,,
ADP,for,O,,,
VERB,helping,O,,,
PRON,him,O,,,
ADP,after,O,,,
DET,the,O,,,
NOUN,accident,O,,,
CONJ,but,O,,,
PRON,he,O,,,
VERB,turned,O,,,
PART,down,O,,,
NOUN,captain,O,,,
PART,'s,O,,,
NOUN,visit,O,,,
PART,to,O,,,
VERB,mourn,O,,,
ADJ,his,O,,,
NOUN,wife,O,,,
PUNCT,0,O,,,
,,,,,
DET,The,O,,,
NOUN,accident,O,,,
VERB,happened,O,,,
ADP,near,O,,,
PROPN,Choa,ROAD,,,
PROPN,Chu,ROAD,,,
PROPN,Kang,ROAD,,,
PROPN,Ave,ROAD,,,
NUM,3,CARDINAL,,,
ADP,around,O,,,
NUM,6.20am,DATE,,,
ADP,on,O,,,
PROPN,Thursday,DATE,,,
PUNCT,(,O,,,
ADJ,5th,DATE,,,
PUNCT,),O,,,
PUNCT,0,O,,,
,,,,,
DET,The,O,,,
NOUN,husband,O,,,
VERB,claimed,O,,,
DET,the,O,,,
NOUN,representative,O,,,
ADP,from,O,,,
DET,the,O,,,
NOUN,bus,O,,,
NOUN,company,O,,,
VERB,had,O,,,
VERB,visited,O,,,
CONJ,and,O,,,
VERB,told,O,,,
PRON,him,O,,,
NOUN,investigations,O,,,
VERB,are,O,,,
ADV,still,O,,,
ADJ,ongoing,O,,,
PUNCT,0,O,,,
,,,,,
DET,The,O,,,
PROPN,Land,ORG,,,
PROPN,Transport,ORG,,,
PROPN,Authority,ORG,,,
PUNCT,(,O,,,
PROPN,LTA,ORG,,,
PUNCT,),O,,,
VERB,has,O,,,
VERB,launched,O,,,
DET,a,O,,,
SYM,$,MONEY,,,
NUM,12.5,MONEY,,,
NUM,million,MONEY,,,
NOUN,fund,O,,,
PART,to,O,,,
VERB,attract,O,,,
CONJ,and,O,,,
VERB,develop,O,,,
NOUN,talent,O,,,
ADP,for,O,,,
DET,the,O,,,
ADJ,public,O,,,
NOUN,transport,O,,,
NOUN,industry,O,,,
PUNCT,0,O,,,
,,,,,
DET,This,O,,,
VERB,will,O,,,
VERB,help,O,,,
VERB,meet,O,,,
DET,the,O,,,
NOUN,rise,O,,,
ADP,in,O,,,
NOUN,demand,O,,,
ADP,for,O,,,
NOUN,industry,O,,,
NOUN,professionals,O,,,
PUNCT,",",O,,,
ADP,like,O,,,
NOUN,engineers,O,,,
CONJ,and,O,,,
NOUN,technicians,O,,,
PUNCT,",",O,,,
ADP,as,O,,,
PROPN,Singapore,COUNTRY,,,
VERB,doubles,O,,,
ADJ,its,O,,,
NOUN,rail,O,,,
NOUN,network,O,,,
ADP,to,O,,,
NUM,360,GNUM,,,
NOUN,km,GNUM,,,
ADP,by,O,,,
NUM,2030,DATE,,,
PUNCT,0,O,,,
,,,,,
DET,The,O,,,
PROPN,Public,ORG,,,
PROPN,Transport,ORG,,,
PROPN,Manpower,ORG,,,
PROPN,Development,ORG,,,
PROPN,Fund,ORG,,,
VERB,will,O,,,
ADP,over,O,,,
DET,the,O,,,
ADJ,next,DATE,,,
NUM,three,DATE,,,
NOUN,years,DATE,,,
VERB,be,O,,,
VERB,used,O,,,
ADP,for,O,,,
DET,the,O,,,
NOUN,development,O,,,
ADP,of,O,,,
NOUN,industry,O,,,
PUNCT,-,O,,,
ADJ,relevant,O,,,
NOUN,programmes,O,,,
PUNCT,",",O,,,
NOUN,sponsorship,O,,,
ADP,of,O,,,
NOUN,study,O,,,
NOUN,awards,O,,,
CONJ,and,O,,,
VERB,setting,O,,,
PART,up,O,,,
ADP,of,O,,,
ADJ,new,O,,,
NOUN,training,O,,,
NOUN,facilities,O,,,
PUNCT,",",O,,,
ADJ,such,O,,,
ADP,as,O,,,
NOUN,labs,O,,,
CONJ,and,O,,,
NOUN,simulators,O,,,
PUNCT,0,O,,,
,,,,,
DET,The,O,,,
PROPN,Singapore,ORG,,,
PROPN,Exchange,ORG,,,
PUNCT,(,O,,,
PROPN,SGX,ORG,,,
PUNCT,),O,,,
VERB,reopened,O,,,
ADJ,its,O,,,
NOUN,securities,O,,,
NOUN,market,O,,,
ADP,per,O,,,
ADJ,normal,O,,,
ADP,on,O,,,
PROPN,Friday,DATE,,,
PUNCT,(,O,,,
PROPN,Jul,DATE,,,
NUM,15,DATE,,,
PUNCT,),O,,,
PUNCT,",",O,,,
ADP,after,O,,,
DET,a,O,,,
ADJ,technical,O,,,
NOUN,glitch,O,,,
VERB,caused,O,,,
NOUN,trading,O,,,
PART,to,O,,,
VERB,be,O,,,
VERB,suspended,O,,,
ADP,for,O,,,
ADJ,more,DATE,,,
ADP,than,DATE,,,
ADJ,half,DATE,,,
DET,a,O,,,
NOUN,day,DATE,,,
ADP,on,O,,,
PROPN,Thursday,DATE,,,
PUNCT,0,O,,,
,,,,,
NOUN,Trading,O,,,
VERB,was,O,,,
VERB,halted,O,,,
ADP,before,O,,,
NOUN,noon,O,,,
ADP,on,O,,,
PROPN,Thursday,DATE,,,
ADP,after,O,,,
DET,a,O,,,
ADJ,technical,O,,,
NOUN,issue,O,,,
VERB,affecting,O,,,
NOUN,trade,O,,,
NOUN,confirmation,O,,,
NOUN,processes,O,,,
VERB,was,O,,,
VERB,discovered,O,,,
NUM,two,TIME,,,
NOUN,hours,TIME,,,
ADV,earlier,O,,,
PUNCT,0,O,,,
,,,,,
DET,A,O,,,
NOUN,cutover,O,,,
ADP,from,O,,,
ADJ,our,O,,,
ADJ,primary,O,,,
ADP,to,O,,,
ADJ,secondary,O,,,
NOUN,trade,O,,,
NOUN,confirmation,O,,,
NOUN,systems,O,,,
VERB,was,O,,,
VERB,initiated,O,,,
ADP,at,O,,,
PROPN,10.12am,DATE,,,
PUNCT,0,O,,,
,,,,,
NOUN,Trade,O,,,
NOUN,confirmations,O,,,
VERB,resumed,O,,,
ADP,at,O,,,
NUM,10.14am,DATE,,,
PUNCT,",",O,,,
PROPN,SGX,ORG,,,
VERB,said,O,,,
PUNCT,0,O,,,
,,,,,
NOUN,Reader,O,,,
PUNCT,",",O,,,
PROPN,Jin,PERSON,,,
PROPN,Zhi,PERSON,,,
PROPN,Yan,PERSON,,,
PUNCT,",",O,,,
VERB,has,O,,,
VERB,observed,O,,,
DET,a,O,,,
ADJ,human,O,,,
NOUN,jam,O,,,
ADP,at,O,,,
DET,the,O,,,
ADJ,busy,O,,,
PROPN,Tampines,STATION,,,
PROPN,MRT,STATION,,,
NOUN,station,O,,,
PUNCT,0,O,,,
,,,,,
PRON,She,O,,,
VERB,shared,O,,,
NUM,two,CARDINAL,,,
NOUN,reasons,O,,,
ADP,for,O,,,
ADJ,such,O,,,
DET,a,O,,,
NOUN,phenomenon,O,,,
PUNCT,0,O,,,
,,,,,
ADV,First,ORDINAL,,,
PUNCT,",",O,,,
ADV,long,O,,,
NOUN,queue,O,,,
VERB,slows,O,,,
ADP,down,O,,,
DET,the,O,,,
NOUN,speed,O,,,
ADP,of,O,,,
NOUN,movement,O,,,
ADP,as,O,,,
NOUN,people,O,,,
VERB,tend,O,,,
PART,to,O,,,
VERB,wait,O,,,
ADP,for,O,,,
NOUN,escalators,O,,,
ADV,rather,O,,,
ADP,than,O,,,
VERB,walking,O,,,
ADP,up,O,,,
NOUN,stairs,O,,,
PUNCT,0,O,,,
,,,,,
ADV,Second,ORDINAL,,,
PUNCT,",",O,,,
DET,some,O,,,
NOUN,people,O,,,
VERB,tends,O,,,
PART,to,O,,,
VERB,stand,O,,,
ADP,on,O,,,
DET,the,O,,,
ADJ,right,O,,,
NOUN,side,O,,,
ADP,of,O,,,
DET,the,O,,,
NOUN,escalators,O,,,
CONJ,and,O,,,
VERB,blocking,O,,,
DET,the,O,,,
NOUN,way,O,,,
ADP,for,O,,,
NOUN,people,O,,,
PART,to,O,,,
VERB,move,O,,,
PUNCT,0,O,,,
,,,,,
ADV,Besides,O,,,
PUNCT,",",O,,,
ADP,as,O,,,
ADJ,residential,O,,,
NOUN,housing,O,,,
CONJ,and,O,,,
NOUN,malls,O,,,
VERB,increase,O,,,
ADP,near,O,,,
PROPN,MRT,ORG,,,
NOUN,stations,O,,,
PUNCT,",",O,,,
CONJ,and,O,,,
DET,the,O,,,
NOUN,increase,O,,,
NOUN,frequency,O,,,
ADP,of,O,,,
NOUN,trains,O,,,
PUNCT,",",O,,,
ADJ,human,O,,,
NOUN,jam,O,,,
VERB,will,O,,,
ADV,definitely,O,,,
VERB,happen,O,,,
ADV,more,O,,,
ADV,frequently,O,,,
ADV,as,O,,,
ADV,well,O,,,
PUNCT,0,O,,,
,,,,,
ADV,Therefore,O,,,
PUNCT,",",O,,,
PRON,she,O,,,
VERB,hopes,O,,,
PROPN,SMRT,ORG,,,
VERB,could,O,,,
VERB,ease,O,,,
DET,the,O,,,
NOUN,jam,O,,,
ADP,in,O,,,
DET,this,O,,,
NOUN,station,O,,,
CONJ,and,O,,,
ADJ,other,O,,,
ADJ,big,O,,,
NOUN,stations,O,,,
ADV,as,O,,,
ADV,well,O,,,
PUNCT,0,O,,,
,,,,,
VERB,According,O,,,
ADP,to,O,,,
DET,a,O,,,
ADJ,joint,O,,,
NOUN,statement,O,,,
VERB,made,O,,,
ADP,by,O,,,
PROPN,SMRT,ORG,,,
PUNCT,",",O,,,
PROPN,SBS,ORG,,,
PROPN,Transit,ORG,,,
CONJ,and,O,,,
PROPN,LTA,ORG,,,
PUNCT,",",O,,,
PRON,they,O,,,
VERB,will,O,,,
VERB,launch,O,,,
NOUN,bus,O,,,
NOUN,services,O,,,
NUM,47,BUS,,,
PUNCT,",",O,,,
NUM,117,BUS,,,
PUNCT,",",O,,,
NUM,118,BUS,,,
CONJ,and,O,,,
NOUN,loop,O,,,
NOUN,service,O,,,
NUM,979,BUS,,,
DET,this,O,,,
NOUN,month,,,,
PUNCT,0,O,,,
,,,,,
DET,These,O,,,
NOUN,bus,O,,,
NOUN,services,O,,,
VERB,are,O,,,
VERB,designed,O,,,
PART,to,O,,,
VERB,ease,O,,,
DET,the,O,,,
NOUN,peak,O,,,
PUNCT,-,O,,,
NOUN,hour,O,,,
NOUN,squeeze,O,,,
CONJ,and,O,,,
VERB,boost,O,,,
NOUN,connectivity,O,,,
PUNCT,0,O,,,
,,,,,
ADP,Besides,O,,,
PUNCT,",",O,,,
ADJ,other,O,,,
NOUN,services,O,,,
ADP,like,O,,,
NUM,983,CARDINAL,,,
VERB,will,O,,,
VERB,be,O,,,
VERB,extended,O,,,
PUNCT,0,O,,,
,,,,,
ADJ,All,O,,,
DET,these,O,,,
NOUN,plans,O,,,
VERB,are,O,,,
ADP,under,O,,,
DET,a,O,,,
NUM,five,DATE,,,
PUNCT,-,DATE,,,
NOUN,year,DATE,,,
PROPN,Bus,ORG,,,
PROPN,Service,ORG,,,
PROPN,Enhancement,ORG,,,
PROPN,Program,ORG,,,
PUNCT,0,O,,,
,,,,,
ADP,Up,O,,,
ADP,to,O,,,
ADV,now,O,,,
PUNCT,",",O,,,
ADV,there,O,,,
VERB,have,O,,,
VERB,been,O,,,
NUM,54,CARDINAL,,,
ADJ,new,O,,,
CONJ,and,O,,,
VERB,amended,O,,,
NOUN,bus,O,,,
NOUN,services,O,,,
PUNCT,",",O,,,
NOUN,routes,O,,,
VERB,rolled,O,,,
PART,out,O,,,
ADP,since,O,,,
NUM,2012,DATE,,,
PUNCT,0,O,,,
,,,,,
PROPN,SMRT,ORG,,,
VERB,announced,O,,,
ADP,after,O,,,
DET,the,O,,,
NOUN,market,O,,,
VERB,closed,O,,,
NOUN,yesterday,DATE,,,
ADP,that,O,,,
PRON,it,O,,,
VERB,may,O,,,
VERB,invest,O,,,
ADV,up,O,,,
ADP,to,O,,,
SYM,$,MONEY,,,
NUM,34.5,MONEY,,,
NUM,million,MONEY,,,
ADP,in,O,,,
PROPN,OMGtel,ORG,,,
PUNCT,",",O,,,
ADP,on,O,,,
DET,the,O,,,
NOUN,condition,O,,,
ADP,that,O,,,
DET,the,O,,,
ADJ,latter,O,,,
VERB,wins,O,,,
DET,the,O,,,
ADJ,fourth,ORDINAL,,,
NOUN,telco,O,,,
NOUN,licence,O,,,
PUNCT,0,O,,,
,,,,,
DET,The,O,,,
NOUN,amount,O,,,
VERB,may,O,,,
VERB,be,O,,,
ADJ,small,O,,,
VERB,compared,O,,,
ADP,with,O,,,
DET,the,O,,,
SYM,$,MONEY,,,
NUM,1,MONEY,,,
NUM,billion,MONEY,,,
ADJ,that,O,,,
DET,a,O,,,
ADJ,new,O,,,
ADJ,mobile,O,,,
NOUN,network,O,,,
VERB,could,O,,,
VERB,cost,O,,,
PUNCT,0,O,,,
,,,,,
CONJ,But,O,,,
DET,both,O,,,
NOUN,companies,O,,,
VERB,are,O,,,
ADV,also,O,,,
VERB,looking,O,,,
PART,to,O,,,
VERB,work,O,,,
ADV,exclusively,O,,,
ADV,together,O,,,
PART,to,O,,,
VERB,derive,O,,,
NOUN,synergies,O,,,
ADP,from,O,,,
PROPN,SMRT,ORG,,,
PART,'s,O,,,
PUNCT,"""",O,,,
ADJ,extensive,O,,,
NOUN,media,O,,,
NOUN,presence,O,,,
CONJ,and,O,,,
NOUN,commuter,O,,,
VERB,reach,O,,,
PUNCT,"""",O,,,
PUNCT,",",O,,,
ADP,among,O,,,
ADJ,other,O,,,
NOUN,things,O,,,
PUNCT,0,O,,,
,,,,,
NOUN,TODAY,DATE,,,
VERB,reported,O,,,
ADP,that,O,,,
DET,the,O,,,
NOUN,telco,O,,,
CONJ,and,O,,,
NOUN,transport,O,,,
NOUN,analysts,O,,,
VERB,said,O,,,
PRON,they,O,,,
VERB,were,O,,,
VERB,surprised,O,,,
ADP,by,O,,,
DET,the,O,,,
NOUN,announcements,O,,,
PUNCT,",",O,,,
ADJ,which,O,,,
PRON,they,O,,,
VERB,felt,O,,,
VERB,was,O,,,
ADJ,unlikely,O,,,
PART,to,O,,,
VERB,go,O,,,
PART,down,O,,,
ADV,well,O,,,
ADP,with,O,,,
NOUN,commuters,O,,,
PUNCT,",",O,,,
VERB,given,O,,,
ADV,how,O,,,
PROPN,SMRT,ORG,,,
VERB,has,O,,,
ADV,not,O,,,
VERB,gotten,O,,,
DET,a,O,,,
NOUN,handle,O,,,
ADP,on,O,,,
NOUN,service,O,,,
NOUN,disruptions,O,,,
ADP,to,O,,,
ADJ,its,O,,,
NOUN,core,O,,,
NOUN,business,O,,,
PUNCT,0,O,,,
,,,,,
DET,Any,O,,,
NOUN,foray,O,,,
ADP,into,O,,,
DET,the,O,,,
NOUN,telco,O,,,
NOUN,industry,O,,,
VERB,is,O,,,
VERB,seen,O,,,
ADP,as,O,,,
DET,an,O,,,
ADV,even,O,,,
ADJ,further,O,,,
NOUN,leap,O,,,
PUNCT,",",O,,,
VERB,compared,O,,,
ADP,with,O,,,
ADV,how,O,,,
DET,the,O,,,
NOUN,operator,O,,,
VERB,is,O,,,
VERB,dabbling,O,,,
ADP,in,O,,,
NOUN,retail,O,,,
PUNCT,",",O,,,
DET,the,O,,,
NOUN,analysts,O,,,
VERB,said,O,,,
PUNCT,0,O,,,
,,,,,
ADV,However,O,,,
PUNCT,",",O,,,
DET,some,O,,,
VERB,felt,O,,,
ADP,that,O,,,
PROPN,SMRT,ORG,,,
VERB,could,O,,,
VERB,tap,O,,,
ADP,on,O,,,
ADJ,its,O,,,
NOUN,network,O,,,
ADP,of,O,,,
NOUN,train,O,,,
NOUN,stations,O,,,
CONJ,and,O,,,
NOUN,bus,O,,,
NOUN,interchanges,O,,,
VERB,should,O,,,
PRON,it,O,,,
VERB,get,O,,,
DET,the,O,,,
NOUN,license,O,,,
PUNCT,0,O,,,
,,,,,
NOUN,Transport,O,,,
NOUN,expert,O,,,
PROPN,Lee,PERSON,,,
PROPN,Der,PERSON,,,
PROPN,Horng,PERSON,,,
VERB,said,O,,,
PROPN,SMRT,ORG,,,
VERB,could,O,,,
VERB,use,O,,,
ADJ,its,O,,,
NOUN,distribution,O,,,
NOUN,network,O,,,
PART,to,O,,,
VERB,reach,O,,,
ADP,out,O,,,
PART,to,O,,,
VERB,end,O,,,
PUNCT,-,O,,,
NOUN,users,O,,,
PUNCT,0,O,,,
,,,,,
ADJ,More,O,,,
NOUN,people,O,,,
VERB,are,O,,,
VERB,taking,O,,,
ADJ,public,O,,,
NOUN,transport,O,,,
PUNCT,0,O,,,
,,,,,
VERB,Imagine,O,,,
ADP,if,O,,,
PUNCT,",",O,,,
NOUN,today,DATE,,,
PUNCT,",",O,,,
PRON,you,O,,,
VERB,re,O,,,
ADP,at,O,,,
DET,the,O,,,
NOUN,train,O,,,
NOUN,station,O,,,
CONJ,and,O,,,
VERB,theres,O,,,
DET,a,O,,,
ADJ,mobile,O,,,
NOUN,phone,O,,,
NOUN,service,O,,,
NOUN,centre,O,,,
ADP,for,O,,,
PRON,you,O,,,
PART,to,O,,,
VERB,do,O,,,
ADJ,whatever,O,,,
NOUN,transactions,O,,,
PRON,you,O,,,
VERB,need,O,,,
PART,to,O,,,
VERB,do,O,,,
PUNCT,0,O,,,
,,,,,
NOUN,Economist,O,,,
PROPN,Walter,PERSON,,,
PROPN,Theseria,PERSON,,,
VERB,said,O,,,
ADP,As,O,,,
DET,a,O,,,
ADJ,public,O,,,
NOUN,company,O,,,
PUNCT,",",O,,,
PRON,they,O,,,
PUNCT,(,O,,,
PROPN,SMRT,ORG,,,
PUNCT,),O,,,
ADV,obviously,O,,,
VERB,have,O,,,
DET,a,O,,,
NOUN,motivation,O,,,
PART,to,O,,,
VERB,look,O,,,
ADP,for,O,,,
ADJ,new,O,,,
NOUN,revenue,O,,,
NOUN,sources,O,,,
PUNCT,",",O,,,
ADV,especially,O,,,
ADP,with,O,,,
DET,the,O,,,
NOUN,changes,O,,,
PUNCT,..,O,,,
,,,,,
ADJ,Their,O,,,
NOUN,revenue,O,,,
NOUN,stream,O,,,
VERB,may,O,,,
ADV,not,O,,,
VERB,be,O,,,
ADV,as,O,,,
ADJ,secure,O,,,
ADP,as,O,,,
PRON,it,O,,,
VERB,used,O,,,
PART,to,O,,,
VERB,be,O,,,
PUNCT,0,O,,,
,,,,,
PROPN,Transport,O,,,
PROPN,Minister,O,,,
PROPN,Khaw,PERSON,,,
PROPN,Boon,PERSON,,,
PROPN,Wan,PERSON,,,
VERB,has,O,,,
VERB,set,O,,,
DET,a,O,,,
ADJ,bold,O,,,
NOUN,target,O,,,
ADP,for,O,,,
PROPN,MRT,ORG,,,
NOUN,network,O,,,
NOUN,reliability,O,,,
DET,this,O,,,
NOUN,year,,,,
PUNCT,:,O,,,
ADP,for,O,,,
NOUN,trains,O,,,
PART,to,O,,,
VERB,travel,O,,,
ADP,about,O,,,
NUM,50,PERCENT,,,
NOUN,per,PERCENT,,,
NOUN,cent,PERCENT,,,
ADV,further,O,,,
ADP,without,O,,,
DET,a,O,,,
NOUN,disruption,O,,,
VERB,taking,O,,,
NOUN,place,O,,,
PUNCT,0,O,,,
,,,,,
PART,To,O,,,
VERB,give,O,,,
NOUN,engineers,O,,,
ADJ,more,O,,,
NOUN,time,O,,,
PART,to,O,,,
VERB,perform,O,,,
NOUN,maintenance,O,,,
CONJ,and,O,,,
NOUN,upgrading,O,,,
PUNCT,",",O,,,
PROPN,Mr,PERSON,,,
PROPN,Khaw,PERSON,,,
ADV,also,O,,,
VERB,called,O,,,
ADP,for,O,,,
NOUN,commuters,O,,,
PART,to,O,,,
VERB,allow,O,,,
NOUN,operators,O,,,
PART,to,O,,,
VERB,open,O,,,
DET,some,O,,,
ADP,of,O,,,
DET,the,O,,,
PROPN,MRT,ORG,,,
NOUN,lines,O,,,
DET,a,O,,,
NOUN,bit,O,,,
ADV,later,O,,,
ADP,in,O,,,
DET,the,O,,,
NOUN,morning,DATE,,,
PUNCT,",",O,,,
CONJ,or,O,,,
PART,to,O,,,
VERB,close,O,,,
PRON,them,O,,,
ADV,earlier,DATE,,,
ADP,at,DATE,,,
NOUN,night,DATE,,,
PUNCT,",",O,,,
ADP,though,O,,,
PRON,he,O,,,
VERB,did,O,,,
ADV,not,O,,,
VERB,elaborate,O,,,
ADV,further,O,,,
PUNCT,0,O,,,
,,,,,
DET,A,O,,,
NOUN,vendor,O,,,
NOUN,assistance,O,,,
PUNCT,",",O,,,
PROPN,Mdm,PERSON,,,
PROPN,Liang,PERSON,,,
PUNCT,",",O,,,
VERB,had,O,,,
VERB,complained,O,,,
ADP,about,O,,,
DET,the,O,,,
NOUN,pedestrians,O,,,
VERB,being,O,,,
ADV,frequently,O,,,
VERB,hit,O,,,
ADP,by,O,,,
NOUN,birds,O,,,
PART,',O,,,
NOUN,waste,O,,,
ADP,at,O,,,
DET,the,O,,,
PROPN,Jurong,ROAD,,,
PROPN,Point,ROAD,,,
VERB,sheltered,ROAD,,,
NOUN,walkway,ROAD,,,
PUNCT,0,O,,,
,,,,,
DET,The,O,,,
NOUN,shopping,O,,,
NOUN,mall,O,,,
