
190,NUM
",",PUNCT
301,NUM
",",PUNCT
804,NUM
",",PUNCT
911,NUM
",",PUNCT
963,NUM
and,CONJ
983,NUM
.,PUNCT

The,DET
drastic,ADJ
drop,NOUN
in,ADP
oil,NOUN
prices,NOUN
last,ADJ
year,NOUN
has,VERB
resulted,VERB
in,ADP
a,DET
fall,NOUN
in,ADP
energy,NOUN
index,NOUN
by,ADP
15.3,NUM
%,NOUN
and,CONJ
led,VERB
to,ADP
the,DET
downward,ADJ
revision,NOUN
of,ADP
local,ADJ
transport,NOUN
fares,NOUN
.,PUNCT

Starting,VERB
27,NUM
Dec,PROPN
this,DET
year,NOUN
",",PUNCT
2,NUM
million,NUM
passengers,NOUN
will,VERB
pay,VERB
less,ADJ
as,ADP
bus,NOUN
and,CONJ
train,NOUN
fares,NOUN
will,VERB
revise,VERB
downwards,NOUN
by,ADP
up,ADP
to,PART
1.9,NUM
%,NOUN
with,ADP
a,DET
saving,NOUN
of,ADP
19,NUM
cents,NOUN
per,ADP
S$10,NOUN
spent,VERB
.,PUNCT

The,DET
reduction,NOUN
is,VERB
the,DET
maximum,ADJ
1.9,NUM
per,NOUN
cent,NOUN
allowed,VERB
in,ADP
a,DET
fare,ADJ
formula,NOUN
that,ADJ
weighs,VERB
inflation,NOUN
",",PUNCT
wages,NOUN
and,CONJ
fuel,NOUN
or,CONJ
energy,NOUN
prices,NOUN
.,PUNCT

It,PRON
will,VERB
impact,VERB
SBS,PROPN
Transit,PROPN
's,PART
revenue,NOUN
by,ADP
$,SYM
15.7,NUM
million,NUM
",",PUNCT
and,CONJ
SMRT,PROPN
's,PART
by,ADP
$,SYM
20.4,NUM
million,NUM
.,PUNCT

Reader,NOUN
",",PUNCT
Liu,PROPN
Jiakeng,PROPN
",",PUNCT
shared,VERB
the,DET
compliments,NOUN
from,ADP
a,DET
visiting,VERB
Malaysian,ADJ
friend,NOUN
towards,ADP
local,ADJ
efficient,ADJ
public,ADJ
transport,NOUN
networks,NOUN
.,PUNCT

However,ADV
",",PUNCT
the,DET
reader,NOUN
claimed,VERB
that,ADP
it,PRON
was,VERB
evident,ADJ
in,ADP
the,DET
last,ADJ
few,ADJ
breakdowns,NOUN
that,ADJ
SMRT,PROPN
and,CONJ
LTA,PROPN
were,VERB
not,ADV
well,ADV
prepared,ADJ
towards,ADP
new,ADJ
breakdowns,NOUN
.,PUNCT

First,ADV
",",PUNCT
he,PRON
cited,VERB
the,DET
missing,VERB
notification,NOUN
on,ADP
the,DET
service,NOUN
disruptions,NOUN
from,ADP
the,DET
LTA,PROPN
app,NOUN
.,PUNCT

Second,ADV
",",PUNCT
he,PRON
claimed,VERB
that,ADP
the,DET
shuttle,NOUN
buses,NOUN
only,ADV
came,VERB
with,ADP
limited,ADJ
destinations,NOUN
and,CONJ
not,ADV
able,ADJ
to,PART
accommodate,VERB
all,DET
passengers,NOUN
.,PUNCT

Third,ADV
",",PUNCT
he,PRON
highlighted,VERB
the,DET
inadequate,ADJ
crowd,NOUN
control,NOUN
at,ADP
bus,NOUN
stops,NOUN
to,PART
direct,VERB
the,DET
passengers,NOUN
and,CONJ
it,PRON
was,VERB
a,DET
mess,NOUN
.,PUNCT

In,ADP
all,DET
",",PUNCT
he,PRON
urged,VERB
the,DET
authorities,NOUN
to,PART
be,VERB
better,ADV
prepared,VERB
in,ADP
their,ADJ
contingency,NOUN
plans,NOUN
while,ADP
asking,VERB
the,DET
public,NOUN
for,ADP
more,ADJ
understanding,NOUN
and,CONJ
patience,NOUN
.,PUNCT

After,ADP
an,DET
earlier,ADJ
failed,VERB
attempt,NOUN
to,PART
inject,VERB
more,ADJ
competition,NOUN
by,ADP
opening,VERB
up,PART
spectrum,NOUN
for,ADP
a,DET
fourth,ADJ
telco,NOUN
",",PUNCT
the,DET
Infocomm,PROPN
Development,PROPN
Authority,PROPN
(,PUNCT
IDA,PROPN
),PUNCT
is,VERB
making,VERB
another,DET
effort,NOUN
by,ADP
offering,VERB
a,DET
60,NUM
per,NOUN
cent,NOUN
discount,NOUN
on,ADP
the,DET
starting,NOUN
price,NOUN
of,ADP
the,DET
auction,NOUN
",",PUNCT
and,CONJ
limiting,VERB
participation,NOUN
to,ADP
only,ADV
new,ADJ
bidders,NOUN
.,PUNCT

The,DET
IDA,PROPN
is,VERB
releasing,VERB
60MHz,NUM
of,ADP
spectrum,NOUN
to,ADP
the,DET
prospective,ADJ
newcomer,NOUN
",",PUNCT
out,ADP
of,ADP
the,DET
225MHz,NOUN
that,ADJ
will,VERB
be,VERB
up,ADV
for,ADP
auction,NOUN
early,ADV
next,ADJ
year,NOUN
.,PUNCT

The,DET
rest,NOUN
of,ADP
the,DET
spectrum,NOUN
will,VERB
be,VERB
for,ADP
the,DET
current,ADJ
telcos,NOUN
",",PUNCT
to,PART
meet,VERB
growing,VERB
demand,NOUN
for,ADP
mobile,ADJ
data,NOUN
traffic,NOUN
.,PUNCT

The,DET
article,NOUN
highlights,VERB
that,ADP
in,ADP
the,DET
past,ADJ
year,NOUN
",",PUNCT
fibre,NOUN
broadband,NOUN
provider,NOUN
MyRepublic,PROPN
",",PUNCT
as,ADV
well,ADV
as,ADP
transport,NOUN
operator,NOUN
SMRT,PROPN
in,ADP
collaboration,NOUN
with,ADP
local,ADJ
tech,NOUN
firm,NOUN
Consistel,PROPN
",",PUNCT
have,VERB
signaled,VERB
their,ADJ
intent,NOUN
to,PART
throw,VERB
in,PART
their,ADJ
bids,NOUN
to,PART
become,VERB
Singapores,PROPN
fourth,ADJ
telco,NOUN
.,PUNCT

Commuters,NOUN
hoping,VERB
to,PART
benefit,VERB
from,ADP
the,DET
potential,ADJ
privatisation,NOUN
of,ADP
SMRT,PROPN
may,VERB
be,VERB
disappointed,VERB
in,ADP
the,DET
short,ADJ
-,PUNCT
term,NOUN
",",PUNCT
with,ADP
analysts,NOUN
predicting,VERB
little,ADJ
or,CONJ
no,DET
immediate,ADJ
impact,NOUN
in,ADP
areas,NOUN
such,ADJ
as,ADP
train,NOUN
reliability,NOUN
and,CONJ
frequency,NOUN
.,PUNCT

However,ADV
",",PUNCT
in,ADP
the,DET
long,ADJ
run,NOUN
commuters,NOUN
may,VERB
see,VERB
some,DET
benefits,NOUN
from,ADP
the,DET
privatisation,NOUN
of,ADP
SMRT,PROPN
",",PUNCT
as,ADP
this,DET
would,VERB
would,VERB
allow,VERB
the,DET
company,NOUN
to,PART
concentrate,VERB
on,ADP
its,ADJ
core,NOUN
tasks,NOUN
-,PUNCT
which,ADJ
are,VERB
delivering,VERB
reliable,ADJ
and,CONJ
efficient,ADJ
public,ADJ
transport,NOUN
services,NOUN
",",PUNCT
rather,ADV
than,ADP
having,VERB
to,PART
keep,VERB
an,DET
eye,NOUN
on,ADP
investors,NOUN
',PART
priorities,NOUN
.,PUNCT

LTA,PROPN
said,VERB
that,ADP
the,DET
hairline,NOUN
cracks,NOUN
on,ADP
26,NUM
China-,NOUN
made,VERB
MRT,PROPN
trains,NOUN
were,VERB
caused,VERB
by,ADP
impurities,NOUN
in,ADP
the,DET
aluminium,NOUN
car-,ADJ
body,NOUN
material,NOUN
.,PUNCT

Laboratory,NOUN
tests,NOUN
showed,VERB
that,ADP
"""",PUNCT
localised,ADJ
impurity,NOUN
"""",PUNCT
occurred,VERB
during,ADP
the,DET
manufacturing,NOUN
process,NOUN
.,PUNCT

The,DET
trains,NOUN
are,VERB
manufactured,VERB
by,ADP
China,PROPN
Southern,PROPN
Railway,PROPN
(,PUNCT
CSR,PROPN
),PUNCT
Qingdao,PROPN
Sifang,PROPN
Locomotive,PROPN
and,CONJ
Rolling,PROPN
Stock,PROPN
Company,PROPN
.,PUNCT

"""",PUNCT
To,PART
ensure,VERB
that,ADP
the,DET
trains,NOUN
are,VERB
safe,ADJ
for,ADP
passenger,NOUN
service,NOUN
at,ADP
all,DET
times,NOUN
",",PUNCT
we,PRON
have,VERB
been,VERB
monitoring,VERB
the,DET
defects,NOUN
closely,ADV
.,PUNCT

A,DET
monthly,ADJ
safety,NOUN
assessment,NOUN
is,VERB
also,ADV
conducted,VERB
by,ADP
the,DET
LTA,PROPN
and,CONJ
manufacturer,NOUN
before,ADP
the,DET
train,NOUN
is,VERB
put,VERB
into,ADP
service,NOUN
",",PUNCT
"""",PUNCT
said,VERB
Lee,PROPN
Ling,PROPN
Wee,PROPN
",",PUNCT
managing,VERB
director,NOUN
of,ADP
SMRT,PROPN
Trains,PROPN
.,PUNCT

A,DET
massive,ADJ
operation,NOUN
was,VERB
mounted,VERB
to,PART
clean,VERB
up,PART
and,CONJ
repave,VERB
part,NOUN
of,ADP
Bukit,PROPN
Timah,PROPN
Expressway,PROPN
after,ADP
an,DET
oil,NOUN
spill,NOUN
due,ADP
to,ADP
an,DET
accident,NOUN
affected,VERB
many,ADJ
bus,NOUN
services,NOUN
from,ADP
the,DET
SMRT,PROPN
Woodlands,PROPN
bus,NOUN
interchange,NOUN
yesterday,NOUN
morning,NOUN
.,PUNCT

SMRT,PROPN
said,VERB
the,DET
bus,NOUN
services,NOUN
affected,VERB
are,VERB
:,PUNCT
178,NUM
",",PUNCT
187,NUM
",",PUNCT
858,NUM
",",PUNCT
911,NUM
",",PUNCT
913,NUM
",",PUNCT
925,NUM
",",PUNCT
950,NUM
",",PUNCT
960,NUM
",",PUNCT
961,NUM
",",PUNCT
963,NUM
and,CONJ
966,NUM
.,PUNCT

The,DET
SCDF,PROPN
said,VERB
initial,ADJ
on,ADP
-,PUNCT
site,NOUN
investigations,NOUN
did,VERB
not,ADV
identify,VERB
any,DET
oil,NOUN
spillage,NOUN
.,PUNCT

But,CONJ
three,NUM
hours,NOUN
later,ADV
at,ADP
6.07am,PROPN
",",PUNCT
it,PRON
received,VERB
another,DET
call,NOUN
",",PUNCT
this,DET
time,NOUN
about,ADP
a,DET
resulting,VERB
oil,NOUN
spill,NOUN
from,ADP
the,DET
accident,NOUN
",",PUNCT
and,CONJ
dispatched,VERB
two,NUM
fire,NOUN
engines,NOUN
.,PUNCT

Starting,VERB
this,DET
month,NOUN
",",PUNCT
Prime,PROPN
taxis,NOUN
have,VERB
taken,VERB
the,DET
step,NOUN
to,PART
standardise,VERB
taxi,NOUN
booking,NOUN
fares,NOUN
and,CONJ
fixed,VERB
a,DET
standard,ADJ
fare,NOUN
structure,NOUN
for,ADP
premium,NOUN
and,CONJ
non,X
-,PUNCT
premium,NOUN
cabs,NOUN
.,PUNCT

Some,DET
taxi,NOUN
booking,NOUN
fares,NOUN
were,VERB
lowered,VERB
as,ADV
well,ADV
.,PUNCT

The,DET
article,NOUN
noted,VERB
that,ADP
",",PUNCT
industry,NOUN
main,ADJ
players,NOUN
such,ADJ
as,ADP
ComfortDelGro,PROPN
",",PUNCT
TransCab,PROPN
and,CONJ
Premier,PROPN
Taxis,PROPN
have,VERB
already,ADV
standardised,VERB
their,ADJ
taxi,NOUN
booking,NOUN
fare,NOUN
quite,ADV
some,DET
time,NOUN
ago,ADP
while,ADP
SMRT,PROPN
is,VERB
making,VERB
necessary,ADJ
changes,NOUN
to,PART
standardise,VERB
most,ADJ
of,ADP
their,ADJ
taxi,NOUN
booking,VERB
fare,NOUN
except,ADP
retaining,VERB
two,NUM
different,ADJ
types,NOUN
of,ADP
taxi,NOUN
booking,NOUN
fare,NOUN
for,ADP
their,ADJ
premium,NOUN
cabs,NOUN
.,PUNCT

In,ADP
addition,NOUN
",",PUNCT
SMRT,PROPN
and,CONJ
Premier,PROPN
Taxi,PROPN
have,VERB
also,ADV
not,ADV
standardised,VERB
their,ADJ
meter,NOUN
fare,NOUN
for,ADP
their,ADJ
premium,NOUN
cabs,NOUN
according,VERB
to,ADP
the,DET
new,ADJ
regulations,NOUN
stated,VERB
by,ADP
the,DET
authorities,NOUN
.,PUNCT

Vice,PROPN
President,PROPN
Corporate,PROPN
Information,PROPN
and,CONJ
Communications,PROPN
for,ADP
SMRT,PROPN
",",PUNCT
Mr,PROPN
Patrick,PROPN
Nathan,PROPN
said,VERB
that,ADP
the,DET
company,NOUN
will,VERB
make,VERB
the,DET
necessary,ADJ
changes,NOUN
according,VERB
to,ADP
the,DET
new,ADJ
regulations,NOUN
.,PUNCT

Taxi,NOUN
operators,NOUN
are,VERB
taking,VERB
the,DET
fight,NOUN
to,ADP
Uber,PROPN
and,CONJ
Grab,PROPN
by,ADP
setting,VERB
up,PART
their,ADJ
own,ADJ
private,ADJ
-,PUNCT
hire,NOUN
and,CONJ
limousine,NOUN
arms,NOUN
.,PUNCT

The,DET
aim,NOUN
is,VERB
to,PART
retain,VERB
drivers,NOUN
who,NOUN
have,VERB
begun,VERB
to,PART
defect,VERB
to,ADP
the,DET
fast,ADJ
-,PUNCT
expanding,VERB
private,ADJ
-,PUNCT
hire,NOUN
fleets,NOUN
run,VERB
by,ADP
the,DET
third,ADJ
-,PUNCT
party,NOUN
taxi,NOUN
app,NOUN
providers,NOUN
.,PUNCT

SMRT,PROPN
Corp,PROPN
has,VERB
ordered,VERB
a,DET
fleet,NOUN
of,ADP
more,ADJ
than,ADP
300,NUM
new,ADJ
Toyota,PROPN
Vellfire,PROPN
MPVs,PROPN
",",PUNCT
Corolla,PROPN
Altis,PROPN
sedans,NOUN
and,CONJ
some,DET
Lexus,PROPN
cars,NOUN
for,ADP
that,DET
purpose,NOUN
.,PUNCT

Taxi,NOUN
industry,NOUN
players,NOUN
noted,VERB
that,ADP
unlike,ADP
cab,NOUN
companies,NOUN
",",PUNCT
the,DET
newcomers,NOUN
are,VERB
not,ADV
required,VERB
to,PART
meet,VERB
service,NOUN
standards,NOUN
",",PUNCT
their,ADJ
fleet,NOUN
expansion,NOUN
will,VERB
not,ADV
be,VERB
restricted,VERB
",",PUNCT
they,PRON
do,VERB
not,ADV
need,VERB
to,PART
buy,VERB
insurance,NOUN
policies,NOUN
that,ADJ
cover,VERB
passengers,NOUN
",",PUNCT
there,ADV
is,VERB
no,DET
restriction,NOUN
on,ADP
vehicle,NOUN
age,NOUN
",",PUNCT
and,CONJ
their,ADJ
cars,NOUN
attract,VERB
far,ADV
lower,ADJ
road,NOUN
taxes,NOUN
than,ADP
cabs,NOUN
.,PUNCT

Others,NOUN
said,VERB
the,DET
fast,ADJ
-,PUNCT
expanding,VERB
third,ADJ
-,PUNCT
party,NOUN
fleet,NOUN
will,VERB
eventually,ADV
impact,VERB
cabbies,NOUN
',PART
earnings,NOUN
as,ADP
they,PRON
are,VERB
competing,VERB
for,ADP
a,DET
fixed,ADJ
market,NOUN
that,ADJ
is,VERB
not,ADV
growing,VERB
nearly,ADV
as,ADV
fast,ADJ
.,PUNCT

Train,PROPN
services,NOUN
on,ADP
the,DET
North,PROPN
-,PUNCT
South,PROPN
Line,NOUN
from,ADP
Admiralty,PROPN
to,ADP
Yishun,PROPN
were,VERB
delayed,VERB
by,ADP
20,NUM
minutes,NOUN
on,ADP
Monday,PROPN
afternoon,NOUN
",",PUNCT
Jan,PROPN
20,NUM
.,PUNCT

This,DET
was,VERB
due,ADJ
to,ADP
a,DET
problem,NOUN
with,ADP
the,DET
"""",PUNCT
third,ADJ
rail,NOUN
"""",PUNCT
",",PUNCT
which,ADJ
supplies,VERB
power,NOUN
to,ADP
the,DET
trains,NOUN
",",PUNCT
operator,NOUN
SMRT,PROPN
said,VERB
on,ADP
its,ADJ
Facebook,PROPN
page,NOUN
.,PUNCT

Apologising,VERB
for,ADP
the,DET
inconvenience,NOUN
",",PUNCT
SMRT,PROPN
said,VERB
bus,NOUN
bridging,NOUN
services,NOUN
were,VERB
activated,VERB
between,ADP
the,DET
two,NUM
MRT,PROPN
stations,NOUN
",",PUNCT
and,CONJ
that,ADP
its,ADJ
engineers,NOUN
were,VERB
on,ADP
site,NOUN
to,PART
fix,VERB
the,DET
fault,NOUN
.,PUNCT

At,ADP
3.32pm,NUM
",",PUNCT
SMRT,PROPN
updated,VERB
in,ADP
a,DET
tweet,NOUN
that,ADJ
the,DET
affected,ADJ
train,NOUN
service,NOUN
had,VERB
resumed,VERB
.,PUNCT

Mediacorp,PROPN
carried,VERB
delayed,VERB
coverage,NOUN
of,ADP
the,DET
media,NOUN
statements,NOUN
made,VERB
by,ADP
LTA,PROPN
and,CONJ
SMRT,PROPN
on,ADP
Mar,PROPN
3,NUM
.,PUNCT

The,DET
authorities,NOUN
are,VERB
investigating,VERB
the,DET
recent,ADJ
spate,NOUN
of,ADP
train,NOUN
service,NOUN
disruptions,NOUN
on,ADP
SMRTs,PROPN
rail,NOUN
network,NOUN
and,CONJ
plan,NOUN
to,PART
review,VERB
the,DET
operators,NOUN
resources,NOUN
and,CONJ
processes,NOUN
for,ADP
maintaining,VERB
the,DET
rail,NOUN
system,NOUN
.,PUNCT

Calling,VERB
the,DET
situation,NOUN
unacceptable,ADJ
",",PUNCT
the,DET
Land,PROPN
Transport,PROPN
Authority,PROPN
(,PUNCT
LTA,PROPN
),PUNCT
said,VERB
it,PRON
has,VERB
asked,VERB
SMRT,PROPN
to,PART
investigate,VERB
the,DET
disruptions,NOUN
with,ADP
two,NUM
incidents,NOUN
on,ADP
Tuesday,PROPN
(,PUNCT
March,PROPN
3,NUM
),PUNCT
bringing,VERB
the,DET
count,NOUN
to,ADP
five,NUM
in,ADP
nine,NUM
days,NOUN
and,CONJ
provide,VERB
a,DET
full,ADJ
account,NOUN
.,PUNCT

The,DET
LTA,PROPN
will,VERB
be,VERB
working,VERB
with,ADP
SMRT,PROPN
on,ADP
the,DET
immediate,ADJ
remedial,ADJ
actions,NOUN
to,PART
turn,VERB
around,PART
the,DET
situation,NOUN
",",PUNCT
a,DET
spokesperson,NOUN
said,VERB
on,ADP
Tuesday,PROPN
.,PUNCT

We,PRON
intend,VERB
to,PART
review,VERB
again,ADV
SMRTs,PROPN
management,NOUN
of,ADP
resources,NOUN
and,CONJ
processes,NOUN
for,ADP
the,DET
maintenance,NOUN
of,ADP
the,DET
rail,NOUN
system,NOUN
.,PUNCT

In,ADP
an,DET
interview,NOUN
with,ADP
Channel,PROPN
News,PROPN
Asia,PROPN
",",PUNCT
Professor,PROPN
Lee,PROPN
Der,PROPN
Hong,PROPN
said,VERB
SMRT,PROPN
faces,VERB
several,ADJ
challenges:-,NOUN
Demands,NOUN
on,ADP
public,ADJ
transport,NOUN
system,NOUN
means,VERB
operators,NOUN
have,VERB
less,ADJ
than,ADP
four,NUM
hours,NOUN
to,PART
carry,VERB
out,PART
maintenance,NOUN
work,NOUN
Complexity,PROPN
of,ADP
work,NOUN
",",PUNCT
manpower,NOUN
constraints,NOUN
and,CONJ
land,NOUN
scarcity,NOUN

The,DET
design,NOUN
of,ADP
our,ADJ
MRT,PROPN
system,NOUN
did,VERB
not,ADV
cater,VERB
for,ADP
backup,NOUN
tracks,NOUN
to,PART
allow,VERB
closure,NOUN
on,ADP
certain,ADJ
tracks,NOUN
to,PART
carry,VERB
out,PART
servicing,NOUN
",",PUNCT
without,ADP
causing,VERB
disruption,NOUN
to,ADP
existing,ADJ
revenue,NOUN
service,NOUN
.,PUNCT

He,PRON
suggested,VERB
that,ADP
it,PRON
may,VERB
be,VERB
necessary,ADJ
to,PART
close,VERB
the,DET
system,NOUN
for,ADP
longer,ADJ
periods,NOUN
of,ADP
time,NOUN
to,PART
carry,VERB
out,PART
essential,ADJ
maintenance,NOUN
.,PUNCT

He,PRON
suggested,VERB
SMRT,PROPN
adopt,VERB
CCTV,PROPN
imaging,VERB
detection,NOUN
and,CONJ
analysis,NOUN
techniques,NOUN
to,PART
detect,VERB
break,NOUN
-,PUNCT
in,NOUN
.,PUNCT

The,DET
article,NOUN
discusses,VERB
the,DET
recent,ADJ
performance,NOUN
of,ADP
ComfortDelGro,PROPN
and,CONJ
SMRT,PROPN
taxi,NOUN
operations,NOUN
",",PUNCT
increasing,VERB
competition,NOUN
face,NOUN
and,CONJ
some,DET
recent,ADJ
service,NOUN
enhancements,NOUN
introduced,VERB
.,PUNCT

The,DET
article,NOUN
states,VERB
that,ADP
taxi,NOUN
operations,NOUN
are,VERB
very,ADV
important,ADJ
to,ADP
the,DET
growth,NOUN
and,CONJ
profitability,NOUN
of,ADP
both,DET
ComfortDelGro,PROPN
and,CONJ
SMRT.,PROPN
Local,ADJ
taxi,NOUN
operations,NOUN
made,VERB
up,PART
25,NUM
%,NOUN
of,ADP
total,ADJ
revenue,NOUN
and,CONJ
24.2,NUM
%,NOUN
of,ADP
operating,VERB
earnings,NOUN
at,ADP
ComfortDelGro,PROPN
in,ADP
the,DET
first,ADJ
quarter,NOUN
of,ADP
this,DET
year,NOUN
.,PUNCT

At,ADP
SMRT,PROPN
",",PUNCT
taxi,NOUN
operations,NOUN
made,VERB
up,PART
16.6,NUM
%,NOUN
of,ADP
revenue,NOUN
and,CONJ
17.2,NUM
%,NOUN
of,ADP
operating,VERB
earnings,NOUN
from,ADP
profitable,ADJ
business,NOUN
groups,NOUN
.,PUNCT

With,ADP
the,DET
popularity,NOUN
of,ADP
taxi,NOUN
apps,NOUN
such,ADJ
as,ADP
GrabTaxi,PROPN
and,CONJ
Uber,PROPN
",",PUNCT
the,DET
competition,NOUN
for,ADP
drivers,NOUN
is,VERB
heating,VERB
up,PART
.,PUNCT

ComfortDelGro,PROPN
launched,VERB
a,DET
booking,NOUN
app,NOUN
with,ADP
better,ADJ
user,NOUN
interface,NOUN
and,CONJ
incentivised,VERB
cashless,ADJ
payments,NOUN
by,ADP
introducing,VERB
a,DET
CabRewards,PROPN
programme,NOUN
.,PUNCT

Last,ADJ
June,PROPN
",",PUNCT
the,DET
company,NOUN
partnered,VERB
with,ADP
the,DET
Health,PROPN
Promotion,PROPN
Board,PROPN
to,PART
conduct,VERB
health,NOUN
screening,NOUN
for,ADP
drivers,NOUN
and,CONJ
offer,VERB
free,ADJ
access,NOUN
on,ADP
Wednesdays,NOUN
to,ADP
facilities,NOUN
like,ADP
gyms,NOUN
and,CONJ
swimming,NOUN
pools,NOUN
.,PUNCT

SMRT,PROPN
",",PUNCT
meanwhile,ADV
",",PUNCT
partnered,VERB
with,ADP
London,PROPN
-,PUNCT
based,VERB
mobile,ADJ
taxi,NOUN
app,NOUN
developer,NOUN
to,PART
launch,VERB
Hailo,PROPN
taxi,NOUN
booking,VERB
app,NOUN
and,CONJ
announced,VERB
an,DET
enhanced,ADJ
training,NOUN
programme,NOUN
for,ADP
its,ADJ
drivers,NOUN
.,PUNCT

It,PRON
has,VERB
introduced,VERB
the,DET
Prius,PROPN
Hybrid,PROPN
to,ADP
its,ADJ
fleet,NOUN
hoping,VERB
to,PART
attract,VERB
drivers,NOUN
with,ADP
lower,ADJ
fuel,NOUN
costs,NOUN
",",PUNCT
and,CONJ
continued,VERB
to,PART
play,VERB
up,PART
its,ADJ
wheelchair,NOUN
friendly,ADJ
taxis,NOUN
.,PUNCT

ST,PROPN
Senior,PROPN
Correspondent,PROPN
Christopher,PROPN
Tan,PROPN
had,VERB
an,DET
exclusive,ADJ
interview,NOUN
with,ADP
with,ADP
SMRT,PROPN
President,PROPN
and,CONJ
Group,PROPN
CEO,PROPN
Mr,PROPN
Desmond,PROPN
Kuek,PROPN
had,VERB
with,ADP
.,PUNCT

In,ADP
the,DET
article,NOUN
",",PUNCT
Mr,PROPN
Kuek,PROPN
recounts,VERB
that,ADP
he,PRON
was,VERB
put,VERB
to,ADP
the,DET
test,NOUN
almost,ADV
immediately,ADV
after,ADP
his,ADJ
appointment,NOUN
with,ADP
several,ADJ
major,ADJ
issues,NOUN
",",PUNCT
including,VERB
a,DET
major,ADJ
rail,NOUN
breakdown,NOUN
and,CONJ
a,DET
bus,NOUN
drivers,NOUN
strike,NOUN
.,PUNCT

It,PRON
also,ADV
says,VERB
that,ADP
his,ADJ
earlier,ADJ
assessment,NOUN
of,ADP
the,DET
company,NOUN
was,VERB
damning,VERB
",",PUNCT
