NOUN,spectrum,O
ADP,for,O
DET,a,O
ADJ,fourth,ORDINAL
NOUN,telco,O
PUNCT,',',O
DET,the,O
PROPN,Infocomm,ORG
PROPN,Development,ORG
PROPN,Authority,ORG
PUNCT,(,O
PROPN,IDA,ORG
PUNCT,),O
VERB,is,O
VERB,making,O
DET,another,O
NOUN,effort,O
ADP,by,O
VERB,offering,O
DET,a,O
NUM,60,PERCENT
NOUN,per,PERCENT
NOUN,cent,PERCENT
NOUN,discount,O
ADP,on,O
DET,the,O
NOUN,starting,O
NOUN,price,O
ADP,of,O
DET,the,O
NOUN,auction,O
PUNCT,',',O
CONJ,and,O
VERB,limiting,O
NOUN,participation,O
ADP,to,O
ADV,only,O
ADJ,new,O
NOUN,bidders,O
PUNCT,0,O
,,
DET,The,O
PROPN,IDA,ORG
VERB,is,O
VERB,releasing,O
NUM,60MHz,CARDINAL
ADP,of,O
NOUN,spectrum,O
ADP,to,O
DET,the,O
ADJ,prospective,O
NOUN,newcomer,O
PUNCT,',',O
ADP,out,O
ADP,of,O
DET,the,O
NOUN,225MHz,CARDINAL
ADJ,that,O
VERB,will,O
VERB,be,O
ADV,up,O
ADP,for,O
NOUN,auction,O
ADV,early,O
ADJ,next,O
NOUN,year,O
PUNCT,0,O
,,
DET,The,O
NOUN,rest,O
ADP,of,O
DET,the,O
NOUN,spectrum,O
VERB,will,O
VERB,be,O
ADP,for,O
DET,the,O
ADJ,current,O
NOUN,telcos,O
PUNCT,',',O
PART,to,O
VERB,meet,O
VERB,growing,O
NOUN,demand,O
ADP,for,O
ADJ,mobile,O
NOUN,data,O
NOUN,traffic,O
PUNCT,0,O
,,
DET,The,O
NOUN,article,O
VERB,highlights,O
ADP,that,O
ADP,in,O
DET,the,O
ADJ,past,
NOUN,year,
PUNCT,',',O
NOUN,fibre,O
NOUN,broadband,O
NOUN,provider,O
PROPN,MyRepublic,ORG
PUNCT,',',O
ADV,as,O
ADV,well,O
ADP,as,O
NOUN,transport,O
NOUN,operator,O
PROPN,SMRT,ORG
ADP,in,O
NOUN,collaboration,O
ADP,with,O
ADJ,local,O
NOUN,tech,O
NOUN,firm,O
PROPN,Consistel,ORG
PUNCT,',',O
VERB,have,O
VERB,signaled,O
ADJ,their,O
NOUN,intent,O
PART,to,O
VERB,throw,O
PART,in,O
ADJ,their,O
NOUN,bids,O
PART,to,O
VERB,become,O
PROPN,Singapores,NORP
ADJ,fourth,O
NOUN,telco,O
PUNCT,0,O
,,
NOUN,Commuters,O
VERB,hoping,O
PART,to,O
VERB,benefit,O
ADP,from,O
DET,the,O
ADJ,potential,O
NOUN,privatisation,O
ADP,of,O
PROPN,SMRT,ORG
VERB,may,O
VERB,be,O
VERB,disappointed,O
ADP,in,O
DET,the,O
ADJ,short,O
PUNCT,-,O
NOUN,term,O
PUNCT,',',O
ADP,with,O
NOUN,analysts,O
VERB,predicting,O
ADJ,little,O
CONJ,or,O
DET,no,O
ADJ,immediate,O
NOUN,impact,O
ADP,in,O
NOUN,areas,O
ADJ,such,O
ADP,as,O
NOUN,train,O
NOUN,reliability,O
CONJ,and,O
NOUN,frequency,O
PUNCT,0,O
,,
ADV,However,O
PUNCT,',',O
ADP,in,O
DET,the,O
ADJ,long,O
NOUN,run,O
NOUN,commuters,O
VERB,may,O
VERB,see,O
DET,some,O
NOUN,benefits,O
ADP,from,O
DET,the,O
NOUN,privatisation,O
ADP,of,O
PROPN,SMRT,ORG
PUNCT,',',O
ADP,as,O
DET,this,O
VERB,would,O
VERB,would,O
VERB,allow,O
DET,the,O
NOUN,company,O
PART,to,O
VERB,concentrate,O
ADP,on,O
ADJ,its,O
NOUN,core,O
NOUN,tasks,O
PUNCT,-,O
ADJ,which,O
VERB,are,O
VERB,delivering,O
ADJ,reliable,O
CONJ,and,O
ADJ,efficient,O
ADJ,public,O
NOUN,transport,O
NOUN,services,O
PUNCT,',',O
ADV,rather,O
ADP,than,O
VERB,having,O
PART,to,O
VERB,keep,O
DET,an,O
NOUN,eye,O
ADP,on,O
NOUN,investors,O
PART,'''',O
NOUN,priorities,O
PUNCT,0,O
,,
PROPN,LTA,ORG
VERB,said,O
ADP,that,O
DET,the,O
NOUN,hairline,O
NOUN,cracks,O
ADP,on,O
NUM,26,CARDINAL
NOUN,China-,O
VERB,made,O
PROPN,MRT,ORG
NOUN,trains,O
VERB,were,O
VERB,caused,O
ADP,by,O
NOUN,impurities,O
ADP,in,O
DET,the,O
NOUN,aluminium,O
ADJ,car-,O
NOUN,body,O
NOUN,material,O
PUNCT,0,O
,,
NOUN,Laboratory,O
NOUN,tests,O
VERB,showed,O
ADP,that,O
PUNCT,",O
ADJ,localised,O
NOUN,impurity,O
PUNCT,",O
VERB,occurred,O
ADP,during,O
DET,the,O
NOUN,manufacturing,O
NOUN,process,O
PUNCT,0,O
,,
DET,The,O
NOUN,trains,O
VERB,are,O
VERB,manufactured,O
ADP,by,O
PROPN,China,ORG
PROPN,Southern,ORG
PROPN,Railway,ORG
PUNCT,(,O
PROPN,CSR,ORG
PUNCT,),O
PROPN,Qingdao,ORG
PROPN,Sifang,ORG
PROPN,Locomotive,ORG
CONJ,and,ORG
PROPN,Rolling,ORG
PROPN,Stock,ORG
PROPN,Company,ORG
PUNCT,0,O
,,
PUNCT,",O
PART,To,O
VERB,ensure,O
ADP,that,O
DET,the,O
NOUN,trains,O
VERB,are,O
ADJ,safe,O
ADP,for,O
NOUN,passenger,O
NOUN,service,O
ADP,at,O
DET,all,O
NOUN,times,O
PUNCT,',',O
PRON,we,O
VERB,have,O
VERB,been,O
VERB,monitoring,O
DET,the,O
NOUN,defects,O
ADV,closely,O
PUNCT,0,O
,,
DET,A,O
ADJ,monthly,O
NOUN,safety,O
NOUN,assessment,O
VERB,is,O
ADV,also,O
VERB,conducted,O
ADP,by,O
DET,the,O
PROPN,LTA,ORG
CONJ,and,O
NOUN,manufacturer,O
ADP,before,O
DET,the,O
NOUN,train,O
VERB,is,O
VERB,put,O
ADP,into,O
NOUN,service,O
PUNCT,',',O
PUNCT,",O
VERB,said,O
PROPN,Lee,PERSON
PROPN,Ling,PERSON
PROPN,Wee,PERSON
PUNCT,',',O
VERB,managing,TITLE
NOUN,director,TITLE
ADP,of,O
PROPN,SMRT,ORG
PROPN,Trains,ORG
PUNCT,0,O
,,
ADJ,Same,O
ADP,as,O
PROPN,ST,ORG
PART,'''',O
NOUN,Car,O
NOUN,COE,O
NOUN,premiums,O
ADP,at,O
NUM,four,O
PUNCT,-,O
NOUN,month,O
NOUN,high,O
PUNCT,'''',O
,,
DET,A,O
ADJ,massive,O
NOUN,operation,O
VERB,was,O
VERB,mounted,O
PART,to,O
VERB,clean,O
PART,up,O
CONJ,and,O
VERB,repave,O
NOUN,part,O
ADP,of,O
PROPN,Bukit,ROAD
PROPN,Timah,ROAD
PROPN,Expressway,ROAD
ADP,after,O
DET,an,O
NOUN,oil,O
NOUN,spill,O
ADP,due,O
ADP,to,O
DET,an,O
NOUN,accident,O
VERB,affected,O
ADJ,many,O
NOUN,bus,O
NOUN,services,O
ADP,from,O
DET,the,O
PROPN,SMRT,INTERCHANGE
PROPN,Woodlands,INTERCHANGE
NOUN,bus,INTERCHANGE
NOUN,interchange,INTERCHANGE
NOUN,yesterday,DATE
NOUN,morning,TIME
PUNCT,0,O
,,
PROPN,SMRT,ORG
VERB,said,O
DET,the,O
NOUN,bus,O
NOUN,services,O
VERB,affected,O
VERB,are,O
PUNCT,:,O
NUM,178,BUS
PUNCT,',',O
NUM,187,BUS
PUNCT,',',O
NUM,858,BUS
PUNCT,',',O
NUM,911,BUS
PUNCT,',',O
NUM,913,BUS
PUNCT,',',O
NUM,925,BUS
PUNCT,',',O
NUM,950,BUS
PUNCT,',',O
NUM,960,BUS
PUNCT,',',O
NUM,961,BUS
PUNCT,',',O
NUM,963,BUS
CONJ,and,O
NUM,966,BUS
PUNCT,0,O
,,
DET,The,O
PROPN,SCDF,ORG
VERB,said,O
ADJ,initial,O
ADP,on,O
PUNCT,-,O
NOUN,site,O
NOUN,investigations,O
VERB,did,O
ADV,not,O
VERB,identify,O
DET,any,O
NOUN,oil,O
NOUN,spillage,O
PUNCT,0,O
,,
CONJ,But,O
NUM,three,TIME
NOUN,hours,TIME
ADV,later,O
ADP,at,O
PROPN,6.07am,TIME
PUNCT,',',O
PRON,it,O
VERB,received,O
DET,another,O
NOUN,call,O
PUNCT,',',O
DET,this,O
NOUN,time,O
ADP,about,O
DET,a,O
VERB,resulting,O
NOUN,oil,O
NOUN,spill,O
ADP,from,O
DET,the,O
NOUN,accident,O
PUNCT,',',O
CONJ,and,O
VERB,dispatched,O
NUM,two,O
NOUN,fire,O
NOUN,engines,O
PUNCT,0,O
,,
VERB,Starting,O
DET,this,O
NOUN,month,O
PUNCT,',',O
PROPN,Prime,ORG
NOUN,taxis,ORG
VERB,have,O
VERB,taken,O
DET,the,O
NOUN,step,O
PART,to,O
VERB,standardise,O
NOUN,taxi,O
NOUN,booking,O
NOUN,fares,O
CONJ,and,O
VERB,fixed,O
DET,a,O
ADJ,standard,O
NOUN,fare,O
NOUN,structure,O
ADP,for,O
NOUN,premium,O
CONJ,and,O
X,non,O
PUNCT,-,O
NOUN,premium,O
NOUN,cabs,O
PUNCT,0,O
,,
DET,Some,O
NOUN,taxi,O
NOUN,booking,O
NOUN,fares,O
VERB,were,O
VERB,lowered,O
ADV,as,O
ADV,well,O
PUNCT,0,O
,,
DET,The,O
NOUN,article,O
VERB,noted,O
ADP,that,O
PUNCT,',',O
NOUN,industry,O
ADJ,main,O
NOUN,players,O
ADJ,such,O
ADP,as,O
PROPN,ComfortDelGro,ORG
PUNCT,',',O
PROPN,TransCab,ORG
CONJ,and,O
PROPN,Premier,ORG
PROPN,Taxis,ORG
VERB,have,O
ADV,already,O
VERB,standardised,O
ADJ,their,O
NOUN,taxi,O
NOUN,booking,O
NOUN,fare,O
ADV,quite,O
DET,some,O
NOUN,time,O
ADP,ago,O
ADP,while,O
PROPN,SMRT,ORG
VERB,is,O
VERB,making,O
ADJ,necessary,O
NOUN,changes,O
PART,to,O
VERB,standardise,O
ADJ,most,O
ADP,of,O
ADJ,their,O
NOUN,taxi,O
VERB,booking,O
NOUN,fare,O
ADP,except,O
VERB,retaining,O
NUM,two,CARDINAL
ADJ,different,O
NOUN,types,O
ADP,of,O
NOUN,taxi,O
NOUN,booking,O
NOUN,fare,O
ADP,for,O
ADJ,their,O
NOUN,premium,O
NOUN,cabs,O
PUNCT,0,O
,,
ADP,In,O
NOUN,addition,O
PUNCT,',',O
PROPN,SMRT,ORG
CONJ,and,O
PROPN,Premier,ORG
PROPN,Taxi,ORG
VERB,have,O
ADV,also,O
ADV,not,O
VERB,standardised,O
ADJ,their,O
NOUN,meter,O
NOUN,fare,O
ADP,for,O
ADJ,their,O
NOUN,premium,O
NOUN,cabs,O
VERB,according,O
ADP,to,O
DET,the,O
ADJ,new,O
NOUN,regulations,O
VERB,stated,O
ADP,by,O
DET,the,O
NOUN,authorities,O
PUNCT,0,O
,,
PROPN,Vice,TITLE
PROPN,President,TITLE
PROPN,Corporate,ORG
PROPN,Information,ORG
CONJ,and,ORG
PROPN,Communications,ORG
ADP,for,ORG
PROPN,SMRT,ORG
PUNCT,',',O
PROPN,Mr,O
PROPN,Patrick,PERSON
PROPN,Nathan,PERSON
VERB,said,O
ADP,that,O
DET,the,O
NOUN,company,O
VERB,will,O
VERB,make,O
DET,the,O
ADJ,necessary,O
NOUN,changes,O
VERB,according,O
ADP,to,O
DET,the,O
ADJ,new,O
NOUN,regulations,O
PUNCT,0,O
,,
NOUN,Taxi,O
NOUN,operators,O
VERB,are,O
VERB,taking,O
DET,the,O
NOUN,fight,O
ADP,to,O
PROPN,Uber,ORG
CONJ,and,O
PROPN,Grab,ORG
ADP,by,O
VERB,setting,O
PART,up,O
ADJ,their,O
ADJ,own,O
ADJ,private,O
PUNCT,-,O
NOUN,hire,O
CONJ,and,O
NOUN,limousine,O
NOUN,arms,O
PUNCT,0,O
,,
DET,The,O
NOUN,aim,O
VERB,is,O
PART,to,O
VERB,retain,O
NOUN,drivers,O
NOUN,who,O
VERB,have,O
VERB,begun,O
PART,to,O
VERB,defect,O
ADP,to,O
DET,the,O
ADJ,fast,O
PUNCT,-,O
VERB,expanding,O
ADJ,private,O
PUNCT,-,O
NOUN,hire,O
NOUN,fleets,O
VERB,run,O
ADP,by,O
DET,the,O
ADJ,third,O
PUNCT,-,O
NOUN,party,O
NOUN,taxi,O
NOUN,app,O
NOUN,providers,O
PUNCT,0,O
,,
PROPN,SMRT,ORG
PROPN,Corp,ORG
VERB,has,O
VERB,ordered,O
DET,a,O
NOUN,fleet,O
ADP,of,O
ADJ,more,CARDINAL
ADP,than,CARDINAL
NUM,300,CARDINAL
ADJ,new,O
PROPN,Toyota,ORG
PROPN,Vellfire,PRODUCT
PROPN,MPVs,O
PUNCT,',',O
PROPN,Corolla,PRODUCT
PROPN,Altis,PRODUCT
NOUN,sedans,O
CONJ,and,O
DET,some,O
PROPN,Lexus,ORG
NOUN,cars,O
